sku,nombre,descripcion,categoria_nivel1,categoria_nivel2,categoria_nivel3,categoria_nivel4,precio,stock,descuento,marca,producto_padre_id,tipo_variante,valor_variante
FAR-000239,"Herbolar Pañal sensitive talla 5, 34 unidades",Máxima absorción y suavidad para la piel del bebé.,Farmacia,Cuidado del bebé,Pañales,Pañal infantil,20.18,Yes,0,Herbolar,PADRE-01013,presentacion,"talla 5, 34 unidades"
FAR-004258,Farmalia Solar facial SPF30 200ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,10.63,Yes,0,Farmalia,PADRE-00617,presentacion,SPF30 200ml
FAR-003465,Vitaxel Solar deportistas SPF50 crema facial 50ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,16.00,No,5,Vitaxel,PADRE-00650,presentacion,SPF50 crema facial 50ml
FAR-001147,Vitaxel Colutorio clásico 250ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,2.87,No,0,Vitaxel,PADRE-00950,presentacion,250ml
FAR-002407,Farmoderma Multivitamínico deportistas 24 comprimidos masticables,Complemento alimenticio con vitaminas y minerales esenciales.,Farmacia,Vitaminas y suplementos,Multivitamínicos,Complejo multivitamínico,8.95,Yes,0,Farmoderma,PADRE-00421,presentacion,24 comprimidos masticables
FAR-000260,Norvital Metamizol 400mg 30 cápsulas,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,14.95,No,0,Norvital,PADRE-00062,presentacion,400mg 30 cápsulas
FAR-001699,Farmalia Espuma limpiadora espuma limpiadora 150ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,29.46,Yes,0,Farmalia,PADRE-01133,presentacion,espuma limpiadora 150ml
FAR-003409,PuntoFarma Apósito infantil caja 40 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,8.36,Yes,0,PuntoFarma,PADRE-00831,presentacion,caja 40 unidades
FAR-000692,Bruma Salud Alcohol 70% spray 60ml,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,2.36,Yes,5,Bruma Salud,PADRE-00771,presentacion,spray 60ml
FAR-004195,Norvital Magnesio con vitamina B6 500mg 60 comprimidos,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,15.53,Yes,15,Norvital,PADRE-00462,presentacion,500mg 60 comprimidos
FAR-000627,Botica Real Muñequera de compresión 10cm x 4m,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,9.29,No,20,Botica Real,PADRE-01191,presentacion,10cm x 4m
FAR-004633,Botica Real Jarabe balsámico infantil 100ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,15.18,Yes,0,Botica Real,PADRE-00084,presentacion,infantil 100ml
FAR-000623,Botica Real Oximetazolina solución salina 100ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,10.16,No,0,Botica Real,PADRE-00315,presentacion,solución salina 100ml
FAR-003327,Vitalnova Jarabe expectorante sin azúcar 150ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,8.90,No,0,Vitalnova,PADRE-00103,presentacion,sin azúcar 150ml
FAR-004432,Herbolar Povidona yodada spray 100ml,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,7.07,Yes,0,Herbolar,PADRE-00737,presentacion,spray 100ml
FAR-000856,Norvital Colutorio clásico 500ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,10.74,Yes,0,Norvital,PADRE-00946,presentacion,500ml
FAR-004994,Nortfarma Suero fisiológico infantil spray 15ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,4.85,No,0,Nortfarma,PADRE-00267,presentacion,infantil spray 15ml
FAR-004715,Botica Real Naproxeno 650mg 10 sobres,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,15.24,Yes,0,Botica Real,PADRE-00048,presentacion,650mg 10 sobres
FAR-000160,Vitaxel Vitamina D3 25mcg 30 cápsulas,Contribuye a la absorción normal de calcio y al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina D,Vitamina D en gotas,18.35,Yes,0,Vitaxel,PADRE-00510,presentacion,25mcg 30 cápsulas
FAR-003050,PuntoFarma Pasta encías sensitive 75ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,9.15,Yes,40,PuntoFarma,PADRE-00921,presentacion,sensitive 75ml
FAR-004849,Botica Real Vitamina C forte 500mg 30 comprimidos,Refuerza las defensas y contribuye al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina C,Vitamina C efervescente,29.51,Yes,0,Botica Real,PADRE-00375,presentacion,500mg 30 comprimidos
FAR-000635,Farmalia Apósito estándar tiras surtidas 30 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,1.82,Yes,0,Farmalia,PADRE-00793,presentacion,tiras surtidas 30 unidades
FAR-002013,Farmoderma Magnesio con vitamina B6 sobres 20 unidades,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,20.16,Yes,0,Farmoderma,PADRE-00463,presentacion,sobres 20 unidades
FAR-004560,Bruma Salud Hidratante urea crema 400ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,11.07,Yes,5,Bruma Salud,PADRE-00590,presentacion,crema 400ml
FAR-002086,Botica Real Ácido acetilsalicílico 400mg 30 cápsulas,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,8.72,Yes,0,Botica Real,PADRE-00037,presentacion,400mg 30 cápsulas
FAR-000129,Bruma Salud Naproxeno 650mg 10 sobres,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,3.41,Yes,40,Bruma Salud,PADRE-00057,presentacion,650mg 10 sobres
FAR-003963,"Cronos Pharma Pañal active dry talla 3, 42 unidades",Máxima absorción y suavidad para la piel del bebé.,Farmacia,Cuidado del bebé,Pañales,Pañal infantil,7.34,Yes,0,Cronos Pharma,PADRE-01030,presentacion,"talla 3, 42 unidades"
FAR-003330,MediCare Plus Magnesio bisglicinato 300mg 30 comprimidos,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,17.49,Yes,0,MediCare Plus,PADRE-00489,presentacion,300mg 30 comprimidos
FAR-002611,Bruma Salud Ebastina 10mg 20 comprimidos,Alivia los síntomas de alergia como estornudos y picor.,Farmacia,Medicamentos sin receta,Antihistamínicos,Antihistamínico oral,13.38,Yes,40,Bruma Salud,PADRE-00249,presentacion,10mg 20 comprimidos
FAR-001476,Vitaxel Champú fortalecedor 300ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,23.21,Yes,0,Vitaxel,PADRE-00676,presentacion,300ml
FAR-002474,PuntoFarma Hidratante intensiva crema 400ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,13.66,Yes,5,PuntoFarma,PADRE-00557,presentacion,crema 400ml
FAR-001210,Nortfarma Tobillera de compresión coderas talla M,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,18.91,Yes,0,Nortfarma,PADRE-01178,presentacion,coderas talla M
FAR-002713,Farmoderma Oximetazolina spray 20ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,13.31,Yes,0,Farmoderma,PADRE-00310,presentacion,spray 20ml
FAR-003158,Nortfarma Apósito estándar caja 20 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,2.04,Yes,0,Nortfarma,PADRE-00782,presentacion,caja 20 unidades
FAR-001885,Bruma Salud Xilometazolina infantil spray 15ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,2.81,Yes,0,Bruma Salud,PADRE-00285,presentacion,infantil spray 15ml
FAR-004791,Vitalnova Loción antiimperfecciones gel 150ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,15.28,Yes,0,Vitalnova,PADRE-01152,presentacion,gel 150ml
FAR-002886,"Bruma Salud Pañal active dry talla 4, 38 unidades",Máxima absorción y suavidad para la piel del bebé.,Farmacia,Cuidado del bebé,Pañales,Pañal infantil,18.85,Yes,0,Bruma Salud,PADRE-01031,presentacion,"talla 4, 38 unidades"
FAR-003418,Herbolar Hidratante clásica crema 200ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,5.75,Yes,0,Herbolar,PADRE-00547,presentacion,crema 200ml
FAR-001855,Farmoderma Ebastina gotas 20ml,Alivia los síntomas de alergia como estornudos y picor.,Farmacia,Medicamentos sin receta,Antihistamínicos,Antihistamínico oral,7.38,No,10,Farmoderma,PADRE-00243,presentacion,gotas 20ml
FAR-000123,Aliviax Rodillera de compresión tobillera talla M,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,9.87,Yes,0,Aliviax,PADRE-01202,presentacion,tobillera talla M
FAR-001567,Bienestar Plus Multivitamínico adultos 30 comprimidos,Complemento alimenticio con vitaminas y minerales esenciales.,Farmacia,Vitaminas y suplementos,Multivitamínicos,Complejo multivitamínico,21.29,Yes,0,Bienestar Plus,PADRE-00387,presentacion,30 comprimidos
FAR-003741,Aliviax Toallitas sensitive eco 60 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,7.55,Yes,10,Aliviax,PADRE-01064,presentacion,eco 60 unidades
FAR-002971,Salutia Colutorio sin alcohol encías sensibles 250ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,11.29,No,0,Salutia,PADRE-00974,presentacion,encías sensibles 250ml
FAR-004537,Vitaxel Vitamina C 1000mg 20 comprimidos efervescentes,Refuerza las defensas y contribuye al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina C,Vitamina C efervescente,26.10,Yes,25,Vitaxel,PADRE-00326,presentacion,1000mg 20 comprimidos efervescentes
FAR-001894,Vitalnova Magnesio con vitamina B6 sobres 20 unidades,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,30.38,Yes,0,Vitalnova,PADRE-00452,presentacion,sobres 20 unidades
FAR-000492,MediCare Plus Jarabe seco 200ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,13.06,Yes,0,MediCare Plus,PADRE-00119,presentacion,200ml
FAR-001488,Cronos Pharma Magaldrato 30 comprimidos masticables,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,11.68,Yes,0,Cronos Pharma,PADRE-00154,presentacion,30 comprimidos masticables
FAR-000323,Farmalia Pasta sensitive blanqueante 100ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,6.38,Yes,0,Farmalia,PADRE-00909,presentacion,blanqueante 100ml
FAR-001774,Farmoderma Pasta infantil 75ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,3.16,Yes,0,Farmoderma,PADRE-00933,presentacion,75ml
FAR-004746,Norvital Vitamina D3 + K2 1000ui 30 comprimidos,Contribuye a la absorción normal de calcio y al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina D,Vitamina D en gotas,26.99,Yes,0,Norvital,PADRE-00511,presentacion,1000ui 30 comprimidos
FAR-001493,Botica Real Pasta infantil 125ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,6.97,Yes,0,Botica Real,PADRE-00940,presentacion,125ml
FAR-000660,PuntoFarma Champú fortalecedor 500ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,21.75,No,0,PuntoFarma,PADRE-00679,presentacion,500ml
FAR-003271,Vitaxel Suero fisiológico spray 20ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,10.38,Yes,15,Vitaxel,PADRE-00263,presentacion,spray 20ml
FAR-004091,"Farmoderma Pañal sensitive talla 3, 42 unidades",Máxima absorción y suavidad para la piel del bebé.,Farmacia,Cuidado del bebé,Pañales,Pañal infantil,13.42,Yes,0,Farmoderma,PADRE-01015,presentacion,"talla 3, 42 unidades"
FAR-004662,Salutia Clorhexidina spray 100ml,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,10.48,Yes,5,Salutia,PADRE-00735,presentacion,spray 100ml
FAR-004921,Nortfarma Almagato sobres 250ml,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,5.74,Yes,20,Nortfarma,PADRE-00138,presentacion,sobres 250ml
FAR-003600,Herbolar Toallitas dermo eco 60 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,8.06,Yes,0,Herbolar,PADRE-01091,presentacion,eco 60 unidades
FAR-004779,Vitaxel Champú anticaspa 300ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,24.33,Yes,0,Vitaxel,PADRE-00664,presentacion,300ml
FAR-004480,Vitalnova Jarabe balsámico 120ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,8.02,Yes,0,Vitalnova,PADRE-00076,presentacion,120ml
FAR-002259,Cronos Pharma Almagato suspensión oral 200ml,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,9.17,Yes,0,Cronos Pharma,PADRE-00150,presentacion,suspensión oral 200ml
FAR-004382,Farmoderma Gel seborregulador gel 150ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,16.12,No,0,Farmoderma,PADRE-01120,presentacion,gel 150ml
FAR-000966,Norvital Vitamina C con zinc 1000mg 20 comprimidos efervescentes,Refuerza las defensas y contribuye al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina C,Vitamina C efervescente,22.55,Yes,25,Norvital,PADRE-00342,presentacion,1000mg 20 comprimidos efervescentes
FAR-002771,Herbolar Champú suave 500ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,9.36,Yes,0,Herbolar,PADRE-00697,presentacion,500ml
FAR-002696,Aliviax Gel purificante loción 100ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,26.90,Yes,40,Aliviax,PADRE-01109,presentacion,loción 100ml
FAR-003715,Vitaxel Jarabe balsámico sin azúcar 150ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,8.96,Yes,0,Vitaxel,PADRE-00088,presentacion,sin azúcar 150ml
FAR-004739,Vitalnova Apósito resistente al agua caja 20 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,9.44,Yes,0,Vitalnova,PADRE-00798,presentacion,caja 20 unidades
FAR-004180,Nortfarma Toallitas dermo 84 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,9.99,Yes,30,Nortfarma,PADRE-01082,presentacion,84 unidades
FAR-004264,Botica Real Termómetro digital frontal 1 unidad,Mide la temperatura corporal de forma rápida y precisa.,Farmacia,Primeros auxilios,Termómetros,Termómetro digital,13.91,Yes,0,Botica Real,PADRE-00847,presentacion,frontal 1 unidad
FAR-004616,Bruma Salud Solar infantil SPF50 crema facial 50ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,6.97,Yes,40,Bruma Salud,PADRE-00643,presentacion,SPF50 crema facial 50ml
FAR-001631,Herbolar Metamizol 500mg 16 comprimidos recubiertos,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,4.91,No,10,Herbolar,PADRE-00065,presentacion,500mg 16 comprimidos recubiertos
FAR-000361,Cronos Pharma Apósito resistente al agua resistente al agua 15 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,4.52,Yes,50,Cronos Pharma,PADRE-00805,presentacion,resistente al agua 15 unidades
FAR-000423,Botica Real Xilometazolina spray 20ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,6.94,Yes,20,Botica Real,PADRE-00283,presentacion,spray 20ml
FAR-004814,Farmoderma Povidona yodada spray 60ml,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,8.10,Yes,10,Farmoderma,PADRE-00736,presentacion,spray 60ml
FAR-000422,Botica Real Xilometazolina solución salina 100ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,4.68,Yes,40,Botica Real,PADRE-00283,presentacion,solución salina 100ml
FAR-003385,Salutia Cetirizina 10mg 10 comprimidos,Alivia los síntomas de alergia como estornudos y picor.,Farmacia,Medicamentos sin receta,Antihistamínicos,Antihistamínico oral,6.08,Yes,0,Salutia,PADRE-00211,presentacion,10mg 10 comprimidos
FAR-000333,Norvital Gel purificante gel 200ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,28.44,Yes,0,Norvital,PADRE-01097,presentacion,gel 200ml
FAR-003208,Salutia Pasta sensitive blanqueante 100ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,7.94,Yes,0,Salutia,PADRE-00905,presentacion,blanqueante 100ml
FAR-004701,Bruma Salud Colutorio clásico 500ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,4.89,Yes,15,Bruma Salud,PADRE-00953,presentacion,500ml
FAR-001379,PuntoFarma Toallitas aqua 84 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,6.93,No,0,PuntoFarma,PADRE-01080,presentacion,84 unidades
FAR-004430,Salutia Pasta encías 75ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,3.44,Yes,0,Salutia,PADRE-00928,presentacion,75ml
FAR-000426,Salutia Champú fortalecedor 300ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,19.20,Yes,40,Salutia,PADRE-00677,presentacion,300ml
