sku,nombre,descripcion,categoria_nivel1,categoria_nivel2,categoria_nivel3,categoria_nivel4,precio,stock,descuento,marca
ELE-000299,Aspiradora sin cable recargable,"Aspiradora inalámbrica de fácil manejo, ideal para limpiezas rápidas.",Electrodomésticos,Limpieza,Aspiradoras,Aspiradora sin cable,1267.69,Yes,0,CocinaSmart
JOY-000126,Pendientes de tachuela con circonita,"Pendientes pequeños y discretos, ideales para el uso diario.",Joyería,Pendientes,Pendientes de diamante,Pendientes de tachuela,1825.33,Yes,0,Joyas del Valle
ELE-000158,Frigorífico combi acero inoxidable,Frigorífico de gran capacidad con tecnología de enfriamiento eficiente.,Electrodomésticos,Cocina,Frigoríficos,Frigorífico combi,1275.56,Yes,0,CasaFácil
ALI-000441,Yogur natural desnatado,Yogur cremoso elaborado con leche fresca y fermentos activos.,Alimentación,Lácteos,Yogures,Yogur natural,2.94,Yes,25,La Espiga Dorada
ROP-000269,Sudadera sin capucha con logo bordado,"Sudadera básica sin capucha, cómoda y versátil para combinar con cualquier look.",Ropa,Mujer,Sudaderas,Sudadera sin capucha,95.66,Yes,10,Costura 21
ROP-000475,Blusa manga larga con lazo,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,15.91,Yes,10,SolTejido
JOY-000117,Collar con colgante iniciales,"Collar de plata con acabado brillante, diseño delicado y atemporal.",Joyería,Collares,Collares de plata,Collar con colgante,1939.03,Yes,0,Metal Noble
ALI-000101,Lasaña congelada familiar,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,23.99,Yes,0,Sabor Norte
ELE-000237,Robot aspirador navegación láser,Robot inteligente que limpia y friega de forma autónoma.,Electrodomésticos,Limpieza,Robots aspiradores,Robot aspirador,1176.47,Yes,0,Domus Pro
ELE-000022,Batidora de mano con vaso medidor,"Batidora versátil pensada para triturar, batir y emulsionar.",Electrodomésticos,Pequeño electrodoméstico,Batidoras,Batidora de mano,199.42,Yes,60,Electra Norte
ELE-000294,Cafetera de cápsulas compacta,Cafetera práctica que prepara café de calidad en segundos.,Electrodomésticos,Pequeño electrodoméstico,Cafeteras,Cafetera de cápsulas,68.36,Yes,60,CocinaSmart
ELE-000256,Robot aspirador wifi,Robot inteligente que limpia y friega de forma autónoma.,Electrodomésticos,Limpieza,Robots aspiradores,Robot aspirador,1495.57,Yes,70,Vitalux
ROP-000405,Bota de invierno alta,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,184.58,Yes,0,Modaline
ROP-000353,Sudadera sin capucha oversize,"Sudadera básica sin capucha, cómoda y versátil para combinar con cualquier look.",Ropa,Mujer,Sudaderas,Sudadera sin capucha,11.38,Yes,0,Estilo Urbano
ROP-000561,Zapatillas deportivas running,"Zapatillas ligeras con buena amortiguación, pensadas para uso diario o deporte.",Ropa,Calzado,Zapatillas,Zapatillas deportivas,48.70,Yes,0,Estilo Urbano
ELE-000391,Frigorífico combi acero inoxidable,Frigorífico de gran capacidad con tecnología de enfriamiento eficiente.,Electrodomésticos,Cocina,Frigoríficos,Frigorífico combi,701.13,Yes,0,Electra Norte
JOY-000029,Pendientes de aro con circonitas,"Pendientes ligeros de plata con acabado brillante, fáciles de combinar.",Joyería,Pendientes,Pendientes de plata,Pendientes de aro,122.73,Yes,0,Esencia de Oro
ROP-000470,Pantalón vaquero slim fit,Pantalón vaquero de algodón resistente con corte cómodo.,Ropa,Hombre,Pantalones,Pantalón vaquero,188.92,Yes,0,Vestir Norte
ALI-000393,Tomates de huerta,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,1.47,No,0,Punto Sabor
ELE-000226,Robot aspirador autovaciado,Robot inteligente que limpia y friega de forma autónoma.,Electrodomésticos,Limpieza,Robots aspiradores,Robot aspirador,910.58,Yes,0,CocinaSmart
ALI-000239,Manzanas Royal Gala,"Fruta fresca de temporada, seleccionada por tamaño y calidad.",Alimentación,Frutas y verduras,Frutas frescas,Manzanas,6.16,No,0,Nutrivida
ROP-000188,Abrigo de invierno infantil de lana,Abrigo cálido y resistente pensado para los meses más fríos.,Ropa,Niños,Abrigos,Abrigo de invierno,93.08,Yes,0,Prenda Libre
ALI-000163,Lasaña congelada de verduras,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,25.67,Yes,0,Sabores del Sur
ELE-000122,Batidora de mano con accesorios,"Batidora versátil pensada para triturar, batir y emulsionar.",Electrodomésticos,Pequeño electrodoméstico,Batidoras,Batidora de mano,1258.97,Yes,10,Electra Norte
ROP-000638,Camiseta básica algodón manga corta negra,"Camiseta de algodón 100% suave y transpirable, ideal para el día a día.",Ropa,Hombre,Camisetas,Camiseta manga corta,82.24,No,0,Prenda Libre
ELE-000078,Batidora de mano con accesorios,"Batidora versátil pensada para triturar, batir y emulsionar.",Electrodomésticos,Pequeño electrodoméstico,Batidoras,Batidora de mano,110.36,Yes,0,HogarTech
ALI-000527,Manzanas Golden,"Fruta fresca de temporada, seleccionada por tamaño y calidad.",Alimentación,Frutas y verduras,Frutas frescas,Manzanas,14.60,Yes,0,La Tahona Azul
ELE-000130,Frigorífico combi clase energética A++,Frigorífico de gran capacidad con tecnología de enfriamiento eficiente.,Electrodomésticos,Cocina,Frigoríficos,Frigorífico combi,463.57,Yes,70,Confort Total
ALI-000377,Queso curado mezcla,"Queso elaborado con leche seleccionada, curación tradicional y sabor intenso.",Alimentación,Lácteos,Quesos,Queso curado,28.08,Yes,0,La Tahona Azul
ALI-000046,Lasaña congelada individual,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,20.31,Yes,0,La Espiga Dorada
JOY-000173,Collar con colgante iniciales,"Collar de plata con acabado brillante, diseño delicado y atemporal.",Joyería,Collares,Collares de plata,Collar con colgante,1010.56,Yes,0,Brillo Eterno
ELE-000394,Cafetera de cápsulas de diseño retro,Cafetera práctica que prepara café de calidad en segundos.,Electrodomésticos,Pequeño electrodoméstico,Cafeteras,Cafetera de cápsulas,851.83,No,0,Confort Total
JOY-000183,Pendientes de aro minimalistas,"Pendientes ligeros de plata con acabado brillante, fáciles de combinar.",Joyería,Pendientes,Pendientes de plata,Pendientes de aro,1380.55,Yes,0,Aurea Diseño
ELE-000135,Horno eléctrico 60cm,Horno con distribución uniforme del calor y múltiples funciones de cocinado.,Electrodomésticos,Cocina,Hornos,Horno eléctrico,978.70,Yes,0,Impulso Hogar
ROP-000605,Sudadera con capucha gris jaspeada,"Sudadera cómoda con capucha y bolsillo canguro, ideal para el día a día.",Ropa,Mujer,Sudaderas,Sudadera con capucha,142.91,Yes,25,TrazoBlue
ELE-000336,Aspiradora sin cable ligera,"Aspiradora inalámbrica de fácil manejo, ideal para limpiezas rápidas.",Electrodomésticos,Limpieza,Aspiradoras,Aspiradora sin cable,354.99,Yes,30,CocinaSmart
ALI-000162,Yogur natural pack 4 unidades,Yogur cremoso elaborado con leche fresca y fermentos activos.,Alimentación,Lácteos,Yogures,Yogur natural,9.33,No,50,Verde Cosecha
ELE-000086,Horno eléctrico multifunción,Horno con distribución uniforme del calor y múltiples funciones de cocinado.,Electrodomésticos,Cocina,Hornos,Horno eléctrico,1023.34,Yes,0,Aire Puro
ROP-000350,Bota de invierno de cordones,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,142.14,No,5,TrazoBlue
ROP-000083,Camiseta básica algodón manga corta azul marino,"Camiseta de algodón 100% suave y transpirable, ideal para el día a día.",Ropa,Hombre,Camisetas,Camiseta manga corta,173.53,Yes,25,Modaline
JOY-000068,Pendientes de aro pequeños,"Pendientes ligeros de plata con acabado brillante, fáciles de combinar.",Joyería,Pendientes,Pendientes de plata,Pendientes de aro,1085.48,Yes,0,Joyas del Valle
ELE-000264,Depiladora eléctrica recargable,"Depiladora eficaz de uso doméstico, ligera y fácil de manejar.",Electrodomésticos,Cuidado personal,Depiladoras,Depiladora eléctrica,1055.62,Yes,0,Vitalux
ROP-000607,Gorro de punto con pompón,Gorro tejido que abriga sin renunciar al estilo.,Ropa,Accesorios,Gorros,Gorro de punto,106.74,Yes,0,SolTejido
ELE-000083,Batidora de mano con vaso medidor,"Batidora versátil pensada para triturar, batir y emulsionar.",Electrodomésticos,Pequeño electrodoméstico,Batidoras,Batidora de mano,58.01,Yes,0,Confort Total
ROP-000548,Sujetador sin aros deportivo,"Sujetador sin aros, cómodo y flexible, ideal para el uso diario.",Ropa,Mujer,Lencería,Sujetador sin aros,70.10,Yes,40,UrbanCotto
ALI-000301,Tomates ecológicos,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,26.43,Yes,0,Nutrivida
ALI-000079,Refresco de cola light,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,5.69,No,0,Campo Fresco
ELE-000380,Ventilador de torre silencioso,Ventilador de diseño compacto con distintas velocidades de ventilación.,Electrodomésticos,Climatización,Ventiladores,Ventilador de torre,1075.53,Yes,40,NordLine
ALI-000669,Helado de vainilla sin lactosa,"Helado cremoso elaborado con vainilla natural, textura suave.",Alimentación,Congelados,Helados,Helado de vainilla,20.64,Yes,10,Huerta Real
ALI-000157,Yogur natural griego,Yogur cremoso elaborado con leche fresca y fermentos activos.,Alimentación,Lácteos,Yogures,Yogur natural,9.33,Yes,0,Cesta Rústica
ALI-000084,Manzanas Royal Gala,"Fruta fresca de temporada, seleccionada por tamaño y calidad.",Alimentación,Frutas y verduras,Frutas frescas,Manzanas,2.79,Yes,0,Nutrivida
ELE-000297,Depiladora eléctrica compacta,"Depiladora eficaz de uso doméstico, ligera y fácil de manejar.",Electrodomésticos,Cuidado personal,Depiladoras,Depiladora eléctrica,1410.30,Yes,40,Confort Total
ROP-000466,Sujetador con aros con encaje,Sujetador con aros que proporciona sujeción y buen levantamiento.,Ropa,Mujer,Lencería,Sujetador con aros,99.65,No,0,TelaViva
ROP-000373,Abrigo de invierno infantil con capucha,Abrigo cálido y resistente pensado para los meses más fríos.,Ropa,Niños,Abrigos,Abrigo de invierno,13.02,Yes,0,NordVía
ELE-000281,Cafetera de cápsulas con espumador de leche,Cafetera práctica que prepara café de calidad en segundos.,Electrodomésticos,Pequeño electrodoméstico,Cafeteras,Cafetera de cápsulas,1050.74,Yes,0,CocinaSmart
JOY-000015,Collar con colgante corazón,"Collar de plata con acabado brillante, diseño delicado y atemporal.",Joyería,Collares,Collares de plata,Collar con colgante,1514.07,Yes,0,Metal Noble
ELE-000291,Aspiradora sin cable con batería de larga duración,"Aspiradora inalámbrica de fácil manejo, ideal para limpiezas rápidas.",Electrodomésticos,Limpieza,Aspiradoras,Aspiradora sin cable,1426.82,Yes,50,Domus Pro
ALI-000500,Zumo de naranja 1L,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,3.00,Yes,0,Cesta Rústica
ROP-000565,Camiseta infantil estampada dinosaurios,Camiseta infantil de algodón suave con estampado divertido.,Ropa,Niños,Camisetas,Camiseta estampada,127.84,No,15,TrazoBlue
ELE-000012,Aspiradora sin cable con batería de larga duración,"Aspiradora inalámbrica de fácil manejo, ideal para limpiezas rápidas.",Electrodomésticos,Limpieza,Aspiradoras,Aspiradora sin cable,639.25,Yes,0,Electra Norte
ROP-000239,Sujetador con aros de raso,Sujetador con aros que proporciona sujeción y buen levantamiento.,Ropa,Mujer,Lencería,Sujetador con aros,194.87,Yes,0,NordVía
ROP-000008,Sujetador con aros push up,Sujetador con aros que proporciona sujeción y buen levantamiento.,Ropa,Mujer,Lencería,Sujetador con aros,6.29,No,0,SolTejido
ALI-000563,Pan integral bajo en sal,"Pan de miga suave elaborado con harina integral, fuente de fibra.",Alimentación,Panadería,Pan de molde,Pan integral,17.69,No,0,Verde Cosecha
ROP-000183,Blusa manga larga oversize,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,116.53,Yes,0,Hilo & Forma
ROP-000311,Gorro de punto unisex,Gorro tejido que abriga sin renunciar al estilo.,Ropa,Accesorios,Gorros,Gorro de punto,80.81,Yes,0,TelaViva
ROP-000597,Vestido largo de lino,"Vestido de corte fluido, tejido ligero y caída favorecedora.",Ropa,Mujer,Vestidos,Vestido largo,198.25,Yes,0,Costura 21
ALI-000297,Zumo de naranja con pulpa,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,4.36,Yes,0,Sabores del Sur
ELE-000089,Depiladora eléctrica silenciosa,"Depiladora eficaz de uso doméstico, ligera y fácil de manejar.",Electrodomésticos,Cuidado personal,Depiladoras,Depiladora eléctrica,209.23,Yes,0,HogarTech
ALI-000259,Yogur natural sin azúcar,Yogur cremoso elaborado con leche fresca y fermentos activos.,Alimentación,Lácteos,Yogures,Yogur natural,11.91,Yes,30,Punto Sabor
ALI-000194,Zumo de naranja 1L,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,16.15,Yes,0,Verde Cosecha
ELE-000374,Horno eléctrico 60cm,Horno con distribución uniforme del calor y múltiples funciones de cocinado.,Electrodomésticos,Cocina,Hornos,Horno eléctrico,661.52,Yes,30,NordLine
ALI-000173,Zumo de naranja exprimido,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,0.91,Yes,0,Sabores del Sur
ALI-000359,Yogur natural con bífidus,Yogur cremoso elaborado con leche fresca y fermentos activos.,Alimentación,Lácteos,Yogures,Yogur natural,21.25,Yes,40,Punto Sabor
ALI-000510,Pan integral con semillas,"Pan de miga suave elaborado con harina integral, fuente de fibra.",Alimentación,Panadería,Pan de molde,Pan integral,2.32,Yes,0,Huerta Real
ROP-000112,Sudadera sin capucha básica blanca,"Sudadera básica sin capucha, cómoda y versátil para combinar con cualquier look.",Ropa,Mujer,Sudaderas,Sudadera sin capucha,139.40,Yes,0,UrbanCotto
ELE-000113,Robot aspirador wifi,Robot inteligente que limpia y friega de forma autónoma.,Electrodomésticos,Limpieza,Robots aspiradores,Robot aspirador,162.15,No,0,HogarTech
ELE-000368,Batidora de mano con accesorios,"Batidora versátil pensada para triturar, batir y emulsionar.",Electrodomésticos,Pequeño electrodoméstico,Batidoras,Batidora de mano,1034.96,Yes,0,TecnoCasa
ALI-000075,Refresco de cola sabor lima,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,20.08,Yes,0,La Tahona Azul
ELE-000099,Frigorífico combi con dispensador de agua,Frigorífico de gran capacidad con tecnología de enfriamiento eficiente.,Electrodomésticos,Cocina,Frigoríficos,Frigorífico combi,300.99,Yes,0,Electra Norte
ROP-000032,Zapatillas deportivas con memory foam,"Zapatillas ligeras con buena amortiguación, pensadas para uso diario o deporte.",Ropa,Calzado,Zapatillas,Zapatillas deportivas,190.10,Yes,0,Hilo & Forma
ELE-000372,Ventilador de torre silencioso,Ventilador de diseño compacto con distintas velocidades de ventilación.,Electrodomésticos,Climatización,Ventiladores,Ventilador de torre,1367.28,Yes,0,TecnoCasa
ROP-000521,Gorro de punto térmico,Gorro tejido que abriga sin renunciar al estilo.,Ropa,Accesorios,Gorros,Gorro de punto,189.75,No,70,Modaline
ALI-000073,Lasaña congelada de verduras,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,23.68,Yes,0,Sabores del Sur
ROP-000603,Sujetador sin aros de algodón,"Sujetador sin aros, cómodo y flexible, ideal para el uso diario.",Ropa,Mujer,Lencería,Sujetador sin aros,160.96,Yes,0,NordVía
ALI-000610,Lasaña congelada individual,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,5.02,Yes,0,Cesta Rústica
ALI-000665,Manzanas Fuji,"Fruta fresca de temporada, seleccionada por tamaño y calidad.",Alimentación,Frutas y verduras,Frutas frescas,Manzanas,2.51,Yes,0,La Tahona Azul
ROP-000215,Vestido largo de lino,"Vestido de corte fluido, tejido ligero y caída favorecedora.",Ropa,Mujer,Vestidos,Vestido largo,103.80,Yes,0,Costura 21
ALI-000036,Manzanas Golden,"Fruta fresca de temporada, seleccionada por tamaño y calidad.",Alimentación,Frutas y verduras,Frutas frescas,Manzanas,24.34,No,0,Nutrivida
ROP-000155,Camiseta básica algodón manga corta negra,"Camiseta de algodón 100% suave y transpirable, ideal para el día a día.",Ropa,Hombre,Camisetas,Camiseta manga corta,185.71,No,5,SolTejido
ROP-000031,Sujetador con aros push up,Sujetador con aros que proporciona sujeción y buen levantamiento.,Ropa,Mujer,Lencería,Sujetador con aros,31.92,No,0,Hilo & Forma
ALI-000601,Zumo de naranja pack 6 unidades,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,1.03,Yes,20,Campo Fresco
ELE-000370,Depiladora eléctrica compacta,"Depiladora eficaz de uso doméstico, ligera y fácil de manejar.",Electrodomésticos,Cuidado personal,Depiladoras,Depiladora eléctrica,325.34,Yes,40,Aire Puro
ALI-000548,Croissant de mantequilla,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,24.80,Yes,0,Delicia Natural
